,Unnamed: 0,TIC ID,ExoFOP-TESS,Sectors,Epoch [BJD],Period [Days],Duration [Hours],Depth [ppm],Depth [%],Rtranister [RJup],Rstar [RSun],Tmag,Delta Tmag,Paper disp (LC),Paper comm
0,0,1003831,https://exofop.ipac.caltech.edu/tess/target.php?id=1003831,8,1518.2030000002123,1.6511419999999999,0.03166666666666667,3007.0,0.3,0.49,0.98,10.6701,6.30,1,TOI 564 b
1,1,1103432,https://exofop.ipac.caltech.edu/tess/target.php?id=1103432,8,1519.8700000001118,3.7278910000000005,0.16125,17864.0,1.79,1.66,1.34,12.8283,4.37,0,"pTD, pVshape, FSCP, pSS"
3,3,1133072,https://exofop.ipac.caltech.edu/tess/target.php?id=1133072,8,1517.5319999996573,0.846542,0.10041666666666667,2525.0,0.25,0.15,0.33,12.625,6.49,0,"LowSNR, UC, FSOP, short-P, pSS"
6,6,2758565,https://exofop.ipac.caltech.edu/tess/target.php?id=2758565,2,1356.030999999959,3.7819199999999995,0.085,15390.0,1.54,2.35,1.17,12.3611,4.53,0,"pSS,TD,sync"
7,7,4616072,https://exofop.ipac.caltech.edu/tess/target.php?id=4616072,6,1469.061999999918,4.18599,0.11875000000000001,12942.0,1.29,1.7,1.56,12.8893,4.72,1,HATS-45 b
8,8,4646810,https://exofop.ipac.caltech.edu/tess/target.php?id=4646810,4,1416.3459999999031,14.490034,0.06625,905.0,0.09,0.23,0.78,8.8723,7.61,1,
9,9,4897275,https://exofop.ipac.caltech.edu/tess/target.php?id=4897275,21,1872.341000000015,16.710042,0.225,615.0,0.06,0.24,1.09,7.6474,8.03,1,HPMS
10,10,5109298,https://exofop.ipac.caltech.edu/tess/target.php?id=5109298,7,1491.7969999997877,1.6221,0.10125,2310.0,0.23,0.94,2.22,10.6698,6.59,0,"Vshape, CO"
11,11,5772442,https://exofop.ipac.caltech.edu/tess/target.php?id=5772442,7,1492.5019999998622,1.10578,0.07791666666666668,673.0,0.07,0.67,2.62,10.350999999999999,7.93,0,NS
12,12,5868998,https://exofop.ipac.caltech.edu/tess/target.php?id=5868998,10,1569.933999999892,0.63554,0.0525,51165.0,5.12,1.28,0.44,13.9372,3.23,0,"FSCP, TD, Vshape"
13,13,6663331,https://exofop.ipac.caltech.edu/tess/target.php?id=6663331,13,1656.6329999999143,3.1803619999999997,0.08791666666666666,21192.0,2.12,1.2,0.92,13.2887,4.18,1,HATS-28 b
14,14,7088246,https://exofop.ipac.caltech.edu/tess/target.php?id=7088246,13,1654.348000000231,2.160344,0.07625,19358.0,1.94,2.01,1.2,13.2851,4.28,1,HATS-23 b
15,15,7413227,https://exofop.ipac.caltech.edu/tess/target.php?id=7413227,11,1601.2330000000075,3.4161599999999996,0.06291666666666666,2490.0,0.25,1.09,2.19,9.46381,6.51,0,"FSCP, pCO, pSS (check single transits pdf), sync"
16,16,7561203,https://exofop.ipac.caltech.edu/tess/target.php?id=7561203,7,1491.8829999999143,2.48454,0.06791666666666667,1190.0,0.12,0.69,2.13,10.1137,7.31,0,"NT, FSCP, LCMOD"
18,18,8400842,https://exofop.ipac.caltech.edu/tess/target.php?id=8400842,19,1819.0640000002459,3.191584,0.12208333333333334,8060.0,0.81,1.45,1.69,9.441,5.23,1,XO-3 b
19,19,8767448,https://exofop.ipac.caltech.edu/tess/target.php?id=8767448,21,1870.7439999999478,4.353217,0.16666666666666666,9420.0,0.94,1.44,1.59,9.981110000000001,5.06,1,WASP-13 b
20,20,8967242,https://exofop.ipac.caltech.edu/tess/target.php?id=8967242,22,1904.816000000108,7.093853,0.10458333333333332,284.0,0.03,0.15,0.96,8.3662,8.87,1,SPR
21,21,8988289,https://exofop.ipac.caltech.edu/tess/target.php?id=8988289,2,1365.9879999998957,13.323789999999999,0.10666666666666667,95718.0,9.57,2.56,0.84,13.1186,2.55,1,"pTD, Vshape"
22,22,9006668,https://exofop.ipac.caltech.edu/tess/target.php?id=9006668,2,1354.6690000002272,1.272419,0.05833333333333333,438.0,0.04,0.15,0.79,9.926601,8.40,1,HPMS
25,25,9100874,https://exofop.ipac.caltech.edu/tess/target.php?id=9100874,2,1357.839999999851,6.16425,0.10125,11990.0,1.2,2.57,1.28,13.1198,4.80,1,
27,27,9348006,https://exofop.ipac.caltech.edu/tess/target.php?id=9348006,21,1877.5649999999441,10.240374000000001,0.15208333333333332,9295.0,0.93,0.72,0.84,10.9184,5.08,1,"MDs, LCMOD"
28,28,9392421,https://exofop.ipac.caltech.edu/tess/target.php?id=9392421,22,1911.7180000003427,9.61396,0.21958333333333332,6940.0,0.69,1.28,1.71,10.7184,5.40,1,
29,29,9725627,https://exofop.ipac.caltech.edu/tess/target.php?id=9725627,2,1356.961999999825,4.15701,0.165,4852.0,0.49,0.57,0.9,10.9774,5.79,1,
30,30,9727392,https://exofop.ipac.caltech.edu/tess/target.php?id=9727392,2,1355.3259999998845,4.534451,0.20583333333333334,23575.0,2.36,2.07,1.47,11.2932,4.07,0,SS
31,31,9804616,https://exofop.ipac.caltech.edu/tess/target.php?id=9804616,4,1411.066000000108,0.516835,0.03916666666666666,33191.0,3.32,0.59,0.27,14.1118,3.70,0,"Vshape, short-P,FSCP,pCO,pTD,sync"
32,32,9828416,https://exofop.ipac.caltech.edu/tess/target.php?id=9828416,25,1986.2730000000447,6.21075,0.18125,4290.0,0.43,1.24,2.1,9.8251,5.92,1,
35,35,11111899,https://exofop.ipac.caltech.edu/tess/target.php?id=11111899,15,1684.2889999998733,0.61944,0.06583333333333334,1555.0,0.16,0.56,1.44,9.6996,7.02,0,"LowSNR, pVshape, UC"
36,36,11561667,https://exofop.ipac.caltech.edu/tess/target.php?id=11561667,9,1543.8670000000857,3.087925,0.09250000000000001,55307.0,5.53,2.09,1.0,14.9181,3.14,0,"TD,FSCP"
37,37,11996814,https://exofop.ipac.caltech.edu/tess/target.php?id=11996814,24,1955.9799999999814,0.449014,0.07291666666666667,2583.0,0.26,0.28,0.63,11.6484,6.47,0,"FFI UC, V-shape, short-P, FSCP"
39,39,12423815,https://exofop.ipac.caltech.edu/tess/target.php?id=12423815,2,1356.0879999999888,2.839249,0.06166666666666667,37162.0,3.72,1.84,1.0,14.6253,3.57,1,Vshape
42,42,13023378,https://exofop.ipac.caltech.edu/tess/target.php?id=13023378,2,1358.2569999997504,6.06764,0.12083333333333333,7450.0,0.75,0.84,1.08,11.9221,5.32,1,FSCP
43,43,13023738,https://exofop.ipac.caltech.edu/tess/target.php?id=13023738,2,1354.9780000001192,8.055769999999999,0.11833333333333333,3630.0,0.36,0.93,1.71,12.2524,6.10,0,"low SNR, NT"
44,44,13349647,https://exofop.ipac.caltech.edu/tess/target.php?id=13349647,8,1518.5049999998882,1.537368,0.07791666666666668,19329.0,1.93,1.3,0.98,12.212,4.28,1,WASP-36b
45,45,13419950,https://exofop.ipac.caltech.edu/tess/target.php?id=13419950,"14,15",1686.373999999836,7.317810000000001,0.14333333333333334,2930.0,0.29,0.0,0.0,9.493,6.33,1,SSys
46,46,13499636,https://exofop.ipac.caltech.edu/tess/target.php?id=13499636,15,1714.597000000067,11.324682000000001,0.24875,1938.0,0.19,0.38,0.82,10.5954,6.78,1,FSCP
47,47,13684720,https://exofop.ipac.caltech.edu/tess/target.php?id=13684720,"14,15",1695.0120000001043,12.437607,0.07208333333333333,128447.0,12.84,1.76,0.48,12.4647,2.23,0,"TD, Vshape, UC, LCMOD"
50,50,14165625,https://exofop.ipac.caltech.edu/tess/target.php?id=14165625,"5,6",1442.0249999999069,11.020153,0.15166666666666667,1077.0,0.11,0.21,0.72,11.3877,7.42,1,LCMOD causes WE in sec5
51,51,14336130,https://exofop.ipac.caltech.edu/tess/target.php?id=14336130,20,1843.8459999999031,8.088417,0.13875,480.0,0.05,0.24,1.24,8.82897,8.30,1,SPR
52,52,14344979,https://exofop.ipac.caltech.edu/tess/target.php?id=14344979,9,1548.62900000019,4.11265,0.07333333333333333,20940.0,2.09,1.21,0.92,12.3353,4.20,1,WASP-183 b
53,53,14614418,https://exofop.ipac.caltech.edu/tess/target.php?id=14614418,10,1569.5389999998733,0.837778,0.08125,23478.0,2.35,1.4,1.02,13.3898,4.07,1,HATS-18 b
54,54,14661418,https://exofop.ipac.caltech.edu/tess/target.php?id=14661418,10,1570.9900000002235,4.723155,0.09458333333333334,22873.0,2.29,0.98,0.69,12.4806,4.10,1,HATS-22 b
55,55,15247229,https://exofop.ipac.caltech.edu/tess/target.php?id=15247229,14,1687.1929999999702,8.5112,0.14541666666666667,4173.0,0.42,0.0,0.0,9.886581,5.95,0,"CO,Vshape,pSS"
56,56,15445551,https://exofop.ipac.caltech.edu/tess/target.php?id=15445551,10,1569.6669999998994,1.68281,0.12583333333333332,8618.0,0.86,1.44,1.67,10.349,5.16,1,WASP-87 b
59,59,15863518,https://exofop.ipac.caltech.edu/tess/target.php?id=15863518,20,1842.711999999825,0.5572010000000001,0.03333333333333333,1282.0,0.13,0.42,0.95,10.618,7.23,1,LCMOD
61,61,16288184,https://exofop.ipac.caltech.edu/tess/target.php?id=16288184,12,1626.8009999999776,2.180764,0.1225,18116.0,1.81,1.88,1.53,11.0657,4.35,1,K2-237 b
62,62,16740101,https://exofop.ipac.caltech.edu/tess/target.php?id=16740101,"14,15",1683.4449999998324,1.48112,0.16041666666666668,7182.0,0.72,1.8,2.29,7.582039999999999,5.36,0,"KELT-9b,Occ"
63,63,16884216,https://exofop.ipac.caltech.edu/tess/target.php?id=16884216,24,1964.12900000019,11.190049,0.12375000000000001,568.0,0.06,0.15,0.7,8.5049,8.11,1,SPR
64,64,16920150,https://exofop.ipac.caltech.edu/tess/target.php?id=16920150,17,1765.5460000000894,9.155934,0.13083333333333333,908.0,0.09,0.22,0.82,10.1583,7.60,1,FFI BAD
65,65,17005768,https://exofop.ipac.caltech.edu/tess/target.php?id=17005768,17,1765.2650000001304,6.84265,0.13958333333333334,8120.0,0.81,1.53,1.13,9.9176,5.23,1,"FSCP,pVshape"
66,66,17416749,https://exofop.ipac.caltech.edu/tess/target.php?id=17416749,25,1956.569000000134,2.34483,0.059166666666666666,370.0,0.04,0.38,2.13,8.63532,8.58,0,NT
67,67,17746821,https://exofop.ipac.caltech.edu/tess/target.php?id=17746821,7,1493.1690000002272,3.122001,0.15875,6754.0,0.68,1.35,1.7,11.3155,5.43,1,HAT-P-50 b
68,68,17993892,https://exofop.ipac.caltech.edu/tess/target.php?id=17993892,22,1902.3040000000037,4.124426000000001,0.15958333333333333,9219.0,0.92,1.13,1.26,11.1065,5.09,1,HAT-P-21 b
69,69,19025965,https://exofop.ipac.caltech.edu/tess/target.php?id=19025965,7,1493.3179999999702,5.947773000000001,0.08833333333333333,2997.0,0.3,0.34,0.72,11.4479,6.31,1,
70,70,19451711,https://exofop.ipac.caltech.edu/tess/target.php?id=19451711,7,1491.7050000000745,0.397554,0.07125,107.0,0.01,0.18,1.9,7.3645,9.92,0,"LCMOD, NT"
71,71,19519368,https://exofop.ipac.caltech.edu/tess/target.php?id=19519368,7,1493.2960000000894,1.701876,0.07666666666666667,447.0,0.04,0.21,1.1,10.0854,8.37,1,"FSCP,HPMS"
72,72,19684256,https://exofop.ipac.caltech.edu/tess/target.php?id=19684256,"8,9",1518.4449999998324,1.3667200000000002,0.08291666666666667,20810.0,2.08,1.35,1.02,13.1758,4.20,1,HATS-52 b
73,73,20178111,https://exofop.ipac.caltech.edu/tess/target.php?id=20178111,6,1468.621999999974,1.7344220000000001,0.09083333333333334,1813.0,0.18,0.46,0.98,10.2767,6.85,0,"CO, pVshape,  pSS"
74,74,20182165,https://exofop.ipac.caltech.edu/tess/target.php?id=20182165,23,1936.9069999996573,9.781642,0.13625,18192.0,1.82,1.48,1.21,7.0166,4.35,1,"pTD, LCMOD"
76,77,21535395,https://exofop.ipac.caltech.edu/tess/target.php?id=21535395,21,1871.4890000000596,2.800991,0.0625,205.0,0.02,0.13,0.95,7.6586,9.22,1,SPR
77,78,21744120,https://exofop.ipac.caltech.edu/tess/target.php?id=21744120,25,1983.7450000001118,5.508043,0.10916666666666668,21262.0,2.13,0.95,0.74,11.732999999999999,4.18,1,HAT-P-18 b
78,79,21755546,https://exofop.ipac.caltech.edu/tess/target.php?id=21755546,14,1684.1310000000522,0.65957,0.06458333333333334,773.0,0.08,0.0,0.0,8.40386,7.78,1,"NT, strong LCMOD"
79,80,21832928,https://exofop.ipac.caltech.edu/tess/target.php?id=21832928,25,1987.2680000001565,16.334513,0.19416666666666668,298.0,0.03,0.18,1.13,6.6813,8.81,1,"FSCP, LOWSNR"
80,81,22221375,https://exofop.ipac.caltech.edu/tess/target.php?id=22221375,9,1543.2549999998882,3.9846269999999997,0.09999999999999999,390.0,0.04,0.18,1.02,7.3635,8.52,1,"HD 86226 c, HD 86226 b"
81,82,22529346,https://exofop.ipac.caltech.edu/tess/target.php?id=22529346,7,1491.998999999836,1.274931,0.12166666666666666,17387.0,1.74,1.76,1.46,10.056000000000001,4.40,0,"WASP-121 b, Occ"
82,84,22843856,https://exofop.ipac.caltech.edu/tess/target.php?id=22843856,18,1790.9799999999814,1.8497540000000001,0.08958333333333333,6568.0,0.66,1.33,1.24,9.8203,5.46,0,"sync, Vshape"
83,85,23434737,https://exofop.ipac.caltech.edu/tess/target.php?id=23434737,"9,10",1553.0719999996945,25.492498,0.255,589.0,0.06,0.3,1.38,7.9995,8.07,1,single transit per sector
84,86,23650642,https://exofop.ipac.caltech.edu/tess/target.php?id=23650642,20,1843.3799999998882,1.12355,0.06708333333333334,1020.0,0.1,0.31,1.01,10.8219,7.48,1,WE
85,87,23740089,https://exofop.ipac.caltech.edu/tess/target.php?id=23740089,23,1932.6110000000335,9.865310000000001,0.07458333333333333,3170.0,0.32,0.59,1.14,10.4985,6.25,1,extra eclipse at 1945.5
86,88,23814735,https://exofop.ipac.caltech.edu/tess/target.php?id=23814735,"16,23",1740.246999999974,4.798307,0.08416666666666667,1010.0,0.1,0.19,0.67,11.1345,7.49,1,"UC, LCMOD"
87,90,24364065,https://exofop.ipac.caltech.edu/tess/target.php?id=24364065,14,1686.847000000067,4.05135,0.09999999999999999,1132.0,0.11,1.27,3.85,10.4717,7.37,0,"NT,SSys, artifacts"
91,94,25799609,https://exofop.ipac.caltech.edu/tess/target.php?id=25799609,7,1501.311999999918,11.10934,0.18500000000000003,6220.0,0.62,0.8,1.07,10.6412,5.52,1,FSCP
93,96,26880783,https://exofop.ipac.caltech.edu/tess/target.php?id=26880783,16,1740.4669999997132,1.77587,0.08625,690.0,0.07,0.78,3.23,9.2118,7.90,0,"pSS,pCO"
94,97,27194429,https://exofop.ipac.caltech.edu/tess/target.php?id=27194429,23,1928.1180000002496,0.555293,0.035416666666666666,406.0,0.04,0.42,2.27,7.432289999999999,8.48,0,"P-short,FSCP,pVshape,UC,pCO"
95,98,27491137,https://exofop.ipac.caltech.edu/tess/target.php?id=27491137,"16,23",1743.720000000205,10.355753,0.14208333333333334,1098.0,0.11,0.26,0.77,8.3745,7.40,1,LCMOD
96,99,27491137,https://exofop.ipac.caltech.edu/tess/target.php?id=27491137,"16,23",1748.694000000134,33.689695,0.19958333333333333,2164.0,0.22,0.26,0.77,8.3745,6.66,1,LCMOD
97,100,27649847,https://exofop.ipac.caltech.edu/tess/target.php?id=27649847,7,1492.723000000231,1.542131,0.046250000000000006,2384.0,0.24,0.13,0.27,12.4029,6.56,1,FSCP
99,102,27966179,https://exofop.ipac.caltech.edu/tess/target.php?id=27966179,2,1355.6919999998063,4.27958,0.10416666666666667,17050.0,1.71,0.83,0.7,12.8696,4.42,1,FSCP
100,103,28230919,https://exofop.ipac.caltech.edu/tess/target.php?id=28230919,"14,15",1687.2059999997728,4.887823,0.09833333333333333,4239.0,0.42,0.43,0.77,8.5077,5.93,1,HAT-P-11 b
101,104,28900646,https://exofop.ipac.caltech.edu/tess/target.php?id=28900646,19,1816.2250000000931,0.6691739999999999,0.03791666666666667,998.0,0.1,0.13,0.46,11.1117,7.50,1,"LCMOD,FSCP"
102,105,29054413,https://exofop.ipac.caltech.edu/tess/target.php?id=29054413,18,1795.5019999998622,7.626094999999999,0.05375,1492.0,0.15,0.33,0.95,10.4289,7.07,1,UC
103,106,29119552,https://exofop.ipac.caltech.edu/tess/target.php?id=29119552,20,1849.5719999996945,7.62897,0.13541666666666666,10890.0,1.09,1.64,1.6,10.2061,4.91,0,SS
104,107,29191596,https://exofop.ipac.caltech.edu/tess/target.php?id=29191596,21,1871.163000000175,8.818660000000001,0.2604166666666667,420.0,0.04,0.33,0.99,8.676,8.44,1,"strong LCMOD, NT"
105,108,29191624,https://exofop.ipac.caltech.edu/tess/target.php?id=29191624,21,1873.2979999999516,14.653198999999999,0.10416666666666667,530.0,0.05,0.21,0.98,8.737001,8.19,1,"SPR,FSCP"
107,110,29781292,https://exofop.ipac.caltech.edu/tess/target.php?id=29781292,"1,2,3",1355.7360000000335,31.3235,0.12791666666666665,385.0,0.04,0.38,1.43,8.9387,8.54,0,"WE, TOI 282 False Alarm"
108,111,29781292,https://exofop.ipac.caltech.edu/tess/target.php?id=29781292,"1,2,3,4,5,6,7,8,9,10,11,12,13",1337.2129999999888,56.010914,0.3779166666666667,779.0,0.08,0.38,1.43,8.9387,7.77,1,"LCMOD, TOI 282"
109,112,29781292,https://exofop.ipac.caltech.edu/tess/target.php?id=29781292,"1,2,3,4,5,6",1355.6820000000298,84.21635400000001,0.39375,513.0,0.05,0.38,1.43,8.9387,8.22,1,TOI 282
111,114,29857954,https://exofop.ipac.caltech.edu/tess/target.php?id=29857954,1,1326.9199999999255,9.475719999999999,0.19625,4226.0,0.42,1.09,1.7,10.7379,5.94,1,
112,115,29918916,https://exofop.ipac.caltech.edu/tess/target.php?id=29918916,3,1387.1949999998324,4.94421,0.13458333333333333,2010.0,0.2,0.71,1.73,10.9495,6.74,1,
115,118,30037565,https://exofop.ipac.caltech.edu/tess/target.php?id=30037565,"1,2,3,4,5,6,7,8,9,10,11,12,13",1337.0930000003427,40.719769,0.18333333333333335,352.0,0.04,0.33,1.89,9.597000000000001,8.63,1,FSCP
116,119,30122649,https://exofop.ipac.caltech.edu/tess/target.php?id=30122649,"8,9",1526.8560000001453,9.736402,0.14958333333333332,733.0,0.07,0.21,0.85,10.0659,7.84,1,UC
118,121,30329585,https://exofop.ipac.caltech.edu/tess/target.php?id=30329585,14,1687.3179999999702,7.5039,0.125,2260.0,0.23,0.53,1.27,10.2026,6.61,1,
119,122,30828562,https://exofop.ipac.caltech.edu/tess/target.php?id=30828562,8,1520.1099999998696,3.112361,0.10166666666666667,6343.0,0.63,1.69,2.05,8.1327,5.49,1,
120,123,30853470,https://exofop.ipac.caltech.edu/tess/target.php?id=30853470,"1,2,3,4,5,6,7,8",1327.654999999795,5.270334,0.08125,550.0,0.05,0.16,0.77,11.3042,8.15,0,NT
121,124,31268146,https://exofop.ipac.caltech.edu/tess/target.php?id=31268146,11,1328.3309999997728,3.64731,0.20875,200.0,0.02,0.19,1.48,10.1302,9.25,0,"NT,weak LCMOD"
124,127,31553893,https://exofop.ipac.caltech.edu/tess/target.php?id=31553893,13,1663.0230000000447,11.112686,0.20666666666666667,794.0,0.08,0.29,1.14,9.3781,7.75,1,FSCP
125,128,31852980,https://exofop.ipac.caltech.edu/tess/target.php?id=31852980,"1,2,3,6",1327.1359999999404,7.413857000000001,0.15791666666666668,456.0,0.05,0.24,1.01,9.821,8.35,1,FSCP
126,129,31852980,https://exofop.ipac.caltech.edu/tess/target.php?id=31852980,"1,2,3,6",1330.9109999998473,24.332541,0.24,555.0,0.06,0.24,1.01,9.821,8.14,1,FSCP
127,130,31858843,https://exofop.ipac.caltech.edu/tess/target.php?id=31858843,13,1655.5789999999106,2.977692,0.12833333333333333,17770.0,1.78,1.5,1.24,10.4293,4.38,1,WASP-123 b
128,131,31858844,https://exofop.ipac.caltech.edu/tess/target.php?id=31858844,13,1655.5789999999106,2.977615,0.13583333333333333,43218.0,4.32,2.4,1.28,15.7114,3.41,1,
129,132,32090583,https://exofop.ipac.caltech.edu/tess/target.php?id=32090583,"1,2,3,4,6",1325.5469999997877,0.438374,0.023333333333333334,2169.0,0.22,0.42,1.0,13.3292,6.66,1,"P-short, LowSNR, UC, Flares"
130,133,32283946,https://exofop.ipac.caltech.edu/tess/target.php?id=32283946,3,1389.0019999998622,7.06181,0.24375,22746.0,2.27,2.21,1.49,11.7582,4.11,0,"SS (see full light curve, at 1395 BTJD)"
131,134,32497972,https://exofop.ipac.caltech.edu/tess/target.php?id=32497972,"5,6",1448.1820000000298,38.696289,0.10208333333333335,2676.0,0.27,0.28,0.61,11.534,6.43,1,FSCP
133,136,32830028,https://exofop.ipac.caltech.edu/tess/target.php?id=32830028,6,1468.344000000041,0.516278,0.023749999999999997,20289.0,2.03,0.22,0.17,14.2321,4.23,0,"P-short, FSCP, pTD,sync"
134,138,33153766,https://exofop.ipac.caltech.edu/tess/target.php?id=33153766,9,1543.2269999999553,0.688413,0.0625,391.0,0.04,0.58,3.23,8.5234,8.52,0,"P-short, CO"
135,139,33521996,https://exofop.ipac.caltech.edu/tess/target.php?id=33521996,6,1469.311999999918,3.325285,0.08333333333333333,36143.0,3.61,0.98,0.57,13.3383,3.60,1,HATS-6 b
137,141,33690636,https://exofop.ipac.caltech.edu/tess/target.php?id=33690636,6,1468.9539999999106,4.99915,0.21916666666666665,684.0,0.07,0.2,0.79,11.0427,7.91,0,"LCMOD,NT"
138,142,33692729,https://exofop.ipac.caltech.edu/tess/target.php?id=33692729,6,1474.5669999998063,13.632935,0.18416666666666667,1208.0,0.12,0.33,0.99,8.7615,7.30,1,
139,143,33831980,https://exofop.ipac.caltech.edu/tess/target.php?id=33831980,"1,2,3,5,6,8,9",1346.0180000001565,21.915670000000002,0.145,1313.0,0.13,0.32,1.0,11.9763,7.20,1,single event
140,144,33878688,https://exofop.ipac.caltech.edu/tess/target.php?id=33878688,"1,2,3,5,6,7,8,9,10,11,12,13",1393.62099999981,79.367355,0.27958333333333335,1227.0,0.12,0.26,0.71,11.1762,7.28,1,FSCP
142,146,34068865,https://exofop.ipac.caltech.edu/tess/target.php?id=34068865,9,1543.4920000000857,0.321941,0.02625,242.0,0.02,0.07,0.46,8.031941,9.04,1,FSCP
143,147,34077285,https://exofop.ipac.caltech.edu/tess/target.php?id=34077285,6,1471.1349999997765,6.38514,0.10791666666666666,3220.0,0.32,0.43,0.82,9.2563,6.23,1,
144,148,35009898,https://exofop.ipac.caltech.edu/tess/target.php?id=35009898,9,1543.4359999997541,1.527419,0.050416666666666665,2889.0,0.29,0.17,0.35,12.2255,6.35,1,FSCP
145,149,35516889,https://exofop.ipac.caltech.edu/tess/target.php?id=35516889,9,1543.621999999974,0.7888430000000001,0.0675,24762.0,2.48,1.48,1.0,11.6044,4.02,1,WASP-19 b
146,150,35582553,https://exofop.ipac.caltech.edu/tess/target.php?id=35582553,"6,7",1468.8360000001267,0.9355600000000001,0.04666666666666667,1360.0,0.14,0.85,2.43,10.0461,7.17,0,"UC,LCMOD,NT"
148,152,36352297,https://exofop.ipac.caltech.edu/tess/target.php?id=36352297,6,1469.0679999999702,1.509017,0.10291666666666667,24016.0,2.4,1.57,1.11,13.0501,4.05,1,COROT-1 b
149,153,36440357,https://exofop.ipac.caltech.edu/tess/target.php?id=36440357,6,1475.3319999999367,9.198554,0.18333333333333335,18327.0,1.83,1.44,1.17,13.1573,4.34,1,COROT-4 b
150,154,36724087,https://exofop.ipac.caltech.edu/tess/target.php?id=36724087,9,1543.9109999998473,0.768418,0.034166666666666665,1253.0,0.13,0.1,0.3,10.5848,7.26,1,"LTT 3780 b,"
151,155,36724087,https://exofop.ipac.caltech.edu/tess/target.php?id=36724087,9,1546.848000000231,12.254218,0.05666666666666667,3417.0,0.34,0.1,0.3,10.5848,6.17,1,"LTT 3780 c,"
152,156,36734222,https://exofop.ipac.caltech.edu/tess/target.php?id=36734222,9,1543.6040000002831,0.81347,0.05125,26827.0,2.68,0.93,0.6,11.1184,3.93,1,WASP-43 b
153,157,37084932,https://exofop.ipac.caltech.edu/tess/target.php?id=37084932,6,1470.6439999998547,6.58454,0.14166666666666666,5501.0,0.55,0.0,0.0,9.5254,5.65,0,CO
